ind,PDB_chain,LIG,ro_label,lo_label,pVina,conf_id,conf_rank
6,7S4T_A,8FI,1,1,6.856664520000001,2,2
6,7S4T_A,8FI,1,1,6.80458673,2,3
6,7S4T_A,8FI,1,1,6.531728449999999,2,4
6,7S4T_A,8FI,1,1,6.42243844,2,5
6,7S4T_A,8FI,1,1,6.40116723,2,6
6,7S4T_A,8FI,1,1,6.37256112,2,7
6,7S4T_A,8FI,1,1,6.28160836,2,8
6,7S4T_A,8FI,1,1,6.164249959999999,2,9
6,7S4T_A,8FI,1,1,8.35958553,3,1
6,7S4T_A,8FI,1,1,8.09479564,3,2
6,7S4T_A,8FI,1,1,6.837593779999999,3,3
6,7S4T_A,8FI,1,1,6.68502786,3,4
6,7S4T_A,8FI,1,1,6.63148309,3,5
6,7S4T_A,8FI,1,1,6.498721399999999,3,6
6,7S4T_A,8FI,1,1,6.31388192,3,7
6,7S4T_A,8FI,1,1,6.29554467,3,8
6,7S4T_A,8FI,1,1,6.2082593600000004,3,9
7,8FP0_A,8FI,1,1,6.447377099999999,1,1
7,8FP0_A,8FI,1,1,6.4151035400000005,1,2
7,8FP0_A,8FI,1,1,6.3908983699999995,1,3
7,8FP0_A,8FI,1,1,6.28160836,1,4
7,8FP0_A,8FI,1,1,6.264004599999999,1,5
7,8FP0_A,8FI,1,1,6.25300225,1,6
7,8FP0_A,8FI,1,1,6.2126603000000005,1,7
7,8FP0_A,8FI,1,1,6.17011788,1,8
7,8FP0_A,8FI,1,1,6.13784432,1,9
7,8FP0_A,8FI,1,1,8.62804287,2,1
7,8FP0_A,8FI,1,1,8.128536180000001,2,2
7,8FP0_A,8FI,1,1,6.658622219999999,2,3
7,8FP0_A,8FI,1,1,6.63221658,2,4
7,8FP0_A,8FI,1,1,6.60067651,2,5
7,8FP0_A,8FI,1,1,6.5940750999999995,2,6
7,8FP0_A,8FI,1,1,6.49798791,2,7
7,8FP0_A,8FI,1,1,6.473049249999999,2,8
7,8FP0_A,8FI,1,1,6.468648310000001,2,9
7,8FP0_A,8FI,1,1,8.65958294,3,1
7,8FP0_A,8FI,1,1,6.696030209999999,3,2
7,8FP0_A,8FI,1,1,6.6124123500000005,3,3
7,8FP0_A,8FI,1,1,6.60947839,3,4
7,8FP0_A,8FI,1,1,6.5874736899999995,3,5
7,8FP0_A,8FI,1,1,6.48991952,3,6
7,8FP0_A,8FI,1,1,6.46057992,3,7
8,7RWF_A,8FI,1,1,8.316309619999998,1,1
8,7RWF_A,8FI,1,1,7.7720600399999995,1,2
8,7RWF_A,8FI,1,1,7.19700388,1,3
8,7RWF_A,8FI,1,1,6.33295266,1,4
8,7RWF_A,8FI,1,1,6.1686509,1,5
8,7RWF_A,8FI,1,1,8.23269176,2,1
8,7RWF_A,8FI,1,1,7.11778696,2,2
8,7RWF_A,8FI,1,1,6.3967662899999995,2,3
8,7RWF_A,8FI,1,1,6.39383233,2,4
8,7RWF_A,8FI,1,1,6.1972570099999995,2,5
8,7RWF_A,8FI,1,1,6.101169819999999,2,6
8,7RWF_A,8FI,1,1,6.09163445,2,7
8,7RWF_A,8FI,1,1,6.36816018,3,1
8,7RWF_A,8FI,1,1,6.1979904999999995,3,2
8,7RWF_A,8FI,1,1,6.12170754,3,3
8,7RWF_A,8FI,1,1,6.1173066,3,4
8,7RWF_A,8FI,1,1,6.10557076,3,5
8,7RWF_A,8FI,1,1,6.07696465,3,6
8,7RWF_A,8FI,1,1,6.06742928,3,7
8,7RWF_A,8FI,1,1,6.0270873300000005,3,8
8,7RWF_A,8FI,1,1,5.943469469999999,3,9
9,3PXF_A,8FI,3,1,7.227810459999999,1,1
9,3PXF_A,8FI,3,1,7.1830675699999995,1,2
9,3PXF_A,8FI,3,1,7.147126559999999,1,3
9,3PXF_A,8FI,3,1,7.06204172,1,4
9,3PXF_A,8FI,3,1,6.9806243299999995,1,5
9,3PXF_A,8FI,3,1,6.9534852,1,6
9,3PXF_A,8FI,3,1,6.93001352,1,7
9,3PXF_A,8FI,3,1,6.89773996,1,8
9,3PXF_A,8FI,3,1,6.73930612,1,9
9,3PXF_A,8FI,3,1,7.081845949999999,2,1
9,3PXF_A,8FI,3,1,7.051772860000001,2,2
9,3PXF_A,8FI,3,1,7.0194993,2,3
9,3PXF_A,8FI,3,1,6.89187204,2,4
9,3PXF_A,8FI,3,1,6.86619989,2,5
9,3PXF_A,8FI,3,1,6.84419519,2,6
9,3PXF_A,8FI,3,1,6.7950513599999995,2,7
9,3PXF_A,8FI,3,1,6.7701127,2,8
9,3PXF_A,8FI,3,1,6.652020810000001,2,9
9,3PXF_A,8FI,3,1,7.1749991799999995,3,1
9,3PXF_A,8FI,3,1,7.1368577,3,2
9,3PXF_A,8FI,3,1,7.114852999999999,3,3
9,3PXF_A,8FI,3,1,6.96228708,3,4
9,3PXF_A,8FI,3,1,6.944683319999999,3,5
9,3PXF_A,8FI,3,1,6.86399942,3,6
9,3PXF_A,8FI,3,1,6.8581315,3,7
9,3PXF_A,8FI,3,1,6.82659143,3,8
10,3PXQ_A,8FI,3,1,6.924145599999999,1,1
10,3PXQ_A,8FI,3,1,6.92047815,1,2
10,3PXQ_A,8FI,3,1,6.91167627,1,3
10,3PXQ_A,8FI,3,1,6.83245935,1,4
10,3PXQ_A,8FI,3,1,6.733438199999999,1,5
10,3PXQ_A,8FI,3,1,6.72316934,1,6
10,3PXQ_A,8FI,3,1,6.70923303,1,7
10,3PXQ_A,8FI,3,1,6.67695947,1,8
10,3PXQ_A,8FI,3,1,6.574270869999999,1,9
10,3PXQ_A,8FI,3,1,6.963754059999999,2,1
10,3PXQ_A,8FI,3,1,6.95055124,2,2
10,3PXQ_A,8FI,3,1,6.868400360000001,2,3
10,3PXQ_A,8FI,3,1,6.85519754,2,4
10,3PXQ_A,8FI,3,1,6.82072351,2,5
10,3PXQ_A,8FI,3,1,6.691629269999999,2,6
10,3PXQ_A,8FI,3,1,6.69089578,2,7
10,3PXQ_A,8FI,3,1,6.62708215,2,8
10,3PXQ_A,8FI,3,1,6.561801539999999,2,9
10,3PXQ_A,8FI,3,1,7.08257944,3,1
10,3PXQ_A,8FI,3,1,6.98869272,3,2
10,3PXQ_A,8FI,3,1,6.947617279999999,3,3
10,3PXQ_A,8FI,3,1,6.940282379999999,3,4
10,3PXQ_A,8FI,3,1,6.83172586,3,5
10,3PXQ_A,8FI,3,1,6.82072351,3,6
10,3PXQ_A,8FI,3,1,6.7737801499999994,3,7
10,3PXQ_A,8FI,3,1,6.764244779999999,3,8
10,3PXQ_A,8FI,3,1,6.71363397,3,9
11,4EZ7_A,8FI,3,1,7.157395419999999,1,1
11,4EZ7_A,8FI,3,1,7.04957239,1,2
11,4EZ7_A,8FI,3,1,7.023900240000001,1,3
11,4EZ7_A,8FI,3,1,7.01069742,1,4
11,4EZ7_A,8FI,3,1,7.00776346,1,5
11,4EZ7_A,8FI,3,1,6.910209289999999,1,6
11,4EZ7_A,8FI,3,1,6.83025888,1,7
11,4EZ7_A,8FI,3,1,6.77451364,1,8
11,4EZ7_A,8FI,3,1,6.769379209999999,1,9
11,4EZ7_A,8FI,3,1,7.13025629,2,1
11,4EZ7_A,8FI,3,1,7.06497568,2,2
11,4EZ7_A,8FI,3,1,7.0026290300000005,2,3
11,4EZ7_A,8FI,3,1,6.9974946,2,4
11,4EZ7_A,8FI,3,1,6.9828247999999995,2,5
11,4EZ7_A,8FI,3,1,6.9388154,2,6
11,4EZ7_A,8FI,3,1,6.88086969,2,7
11,4EZ7_A,8FI,3,1,6.830992370000001,2,8
11,4EZ7_A,8FI,3,1,6.74884149,2,9
11,4EZ7_A,8FI,3,1,6.917544189999999,3,1
11,4EZ7_A,8FI,3,1,6.80825418,3,2
11,4EZ7_A,8FI,3,1,6.7781810899999995,3,3
11,4EZ7_A,8FI,3,1,6.735638669999999,3,4
11,4EZ7_A,8FI,3,1,6.719501889999999,3,5
11,4EZ7_A,8FI,3,1,6.6967637,3,6
11,4EZ7_A,8FI,3,1,6.689428799999999,3,7
11,4EZ7_A,8FI,3,1,6.654221279999999,3,8
11,4EZ7_A,8FI,3,1,6.50385583,3,9
12,1JST_A,8FI,2,1,6.32781823,1,1
12,1JST_A,8FI,2,1,6.289676749999999,1,2
12,1JST_A,8FI,2,1,6.143712239999999,1,3
12,1JST_A,8FI,2,1,6.120240559999999,1,4
12,1JST_A,8FI,2,1,6.080632099999999,1,5
12,1JST_A,8FI,2,1,5.920731279999999,1,6
12,1JST_A,8FI,2,1,5.90532799,1,7
12,1JST_A,8FI,2,1,5.7960379799999995,1,8
12,1JST_A,8FI,2,1,5.71828804,1,9
12,1JST_A,8FI,2,1,6.555200129999999,2,1
12,1JST_A,8FI,2,1,6.52586053,2,2
12,1JST_A,8FI,2,1,6.3806295099999994,2,3
12,1JST_A,8FI,2,1,6.37769555,2,4
12,1JST_A,8FI,2,1,6.33588662,2,5
12,1JST_A,8FI,2,1,6.162049489999999,2,6
12,1JST_A,8FI,2,1,6.14297875,2,7
12,1JST_A,8FI,2,1,6.06009438,2,8
12,1JST_A,8FI,2,1,5.98234444,2,9
12,1JST_A,8FI,2,1,6.48331811,3,1
12,1JST_A,8FI,2,1,6.41363656,3,2
12,1JST_A,8FI,2,1,6.25373574,3,3
12,1JST_A,8FI,2,1,6.18478768,3,4
12,1JST_A,8FI,2,1,6.18185372,3,5
12,1JST_A,8FI,2,1,6.08136559,3,6
12,1JST_A,8FI,2,1,6.06009438,3,7
12,1JST_A,8FI,2,1,6.05202599,3,8
12,1JST_A,8FI,2,1,6.0102170600000004,3,9
13,7ACK_C,8FI,2,1,6.82439096,1,1
13,7ACK_C,8FI,2,1,6.7774476,1,2
13,7ACK_C,8FI,2,1,6.543464289999999,1,3
13,7ACK_C,8FI,2,1,6.39823327,1,4
13,7ACK_C,8FI,2,1,6.29261071,1,5
13,7ACK_C,8FI,2,1,6.29261071,1,6
13,7ACK_C,8FI,2,1,6.2170612400000005,1,7
13,7ACK_C,8FI,2,1,6.1921225799999995,1,8
13,7ACK_C,8FI,2,1,6.10337029,1,9
13,7ACK_C,8FI,2,1,6.568402949999999,2,1
13,7ACK_C,8FI,2,1,6.508256769999999,2,2
13,7ACK_C,8FI,2,1,6.4290398500000006,2,3
13,7ACK_C,8FI,2,1,6.078431630000001,2,4
13,7ACK_C,8FI,2,1,6.07769814,2,5
13,7ACK_C,8FI,2,1,6.05349297,2,6
13,7ACK_C,8FI,2,1,6.0050826299999995,2,7
13,7ACK_C,8FI,2,1,5.86792,2,8
13,7ACK_C,8FI,2,1,5.86571953,2,9
13,7ACK_C,8FI,2,1,6.80825418,3,1
13,7ACK_C,8FI,2,1,6.78184854,3,2
13,7ACK_C,8FI,2,1,6.729037259999999,3,3
13,7ACK_C,8FI,2,1,6.33515313,3,4
13,7ACK_C,8FI,2,1,6.275740439999999,3,5
13,7ACK_C,8FI,2,1,6.22072869,3,6
13,7ACK_C,8FI,2,1,6.16791741,3,7
13,7ACK_C,8FI,2,1,6.148113179999999,3,8
13,7ACK_C,8FI,2,1,6.112905659999999,3,9
14,3BHT_A,8FI,2,1,6.95568567,1,1
14,3BHT_A,8FI,2,1,6.72023538,1,2
14,3BHT_A,8FI,2,1,6.628549130000001,1,3
14,3BHT_A,8FI,2,1,6.62121423,1,4
14,3BHT_A,8FI,2,1,6.5999430199999995,1,5
14,3BHT_A,8FI,2,1,6.5720704,1,6
14,3BHT_A,8FI,2,1,6.550799189999999,1,7
14,3BHT_A,8FI,2,1,6.4913865,1,8
14,3BHT_A,8FI,2,1,6.47231576,1,9
14,3BHT_A,8FI,2,1,6.9938271499999995,2,1
14,3BHT_A,8FI,2,1,6.8031197500000005,2,2
14,3BHT_A,8FI,2,1,6.6160798,2,3
14,3BHT_A,8FI,2,1,6.60141,2,4
14,3BHT_A,8FI,2,1,6.59847604,2,5
14,3BHT_A,8FI,2,1,6.59847604,2,6
14,3BHT_A,8FI,2,1,6.5970090599999995,2,7
14,3BHT_A,8FI,2,1,6.5874736899999995,2,8
14,3BHT_A,8FI,2,1,6.576471339999999,2,9
14,3BHT_A,8FI,2,1,7.1441926,3,1
14,3BHT_A,8FI,2,1,6.91534372,3,2
14,3BHT_A,8FI,2,1,6.814122099999999,3,3
14,3BHT_A,8FI,2,1,6.79798532,3,4
14,3BHT_A,8FI,2,1,6.7972518299999996,3,5
14,3BHT_A,8FI,2,1,6.75104196,3,6
14,3BHT_A,8FI,2,1,6.73270471,3,7
14,3BHT_A,8FI,2,1,6.677692959999999,3,8
14,3BHT_A,8FI,2,1,6.66889108,3,9
15,2C5V_C,8FI,2,1,6.929280029999999,1,1
15,2C5V_C,8FI,2,1,6.92047815,1,2
15,2C5V_C,8FI,2,1,6.81852304,1,3
15,2C5V_C,8FI,2,1,6.70483209,1,4
15,2C5V_C,8FI,2,1,6.70263162,1,5
15,2C5V_C,8FI,2,1,6.68062692,1,6
15,2C5V_C,8FI,2,1,6.6168132900000005,1,7
15,2C5V_C,8FI,2,1,6.5801387899999995,1,8
15,2C5V_C,8FI,2,1,6.55813409,1,9
15,2C5V_C,8FI,2,1,6.738572629999999,2,1
15,2C5V_C,8FI,2,1,6.72536981,2,2
15,2C5V_C,8FI,2,1,6.5779383199999995,2,3
15,2C5V_C,8FI,2,1,6.552266169999999,2,4
15,2C5V_C,8FI,2,1,6.54199731,2,5
15,2C5V_C,8FI,2,1,6.4913865,2,6
15,2C5V_C,8FI,2,1,6.42757287,2,7
15,2C5V_C,8FI,2,1,6.41363656,2,8
15,2C5V_C,8FI,2,1,6.364492729999999,2,9
15,2C5V_C,8FI,2,1,7.02023279,3,1
15,2C5V_C,8FI,2,1,6.9974946,3,2
15,2C5V_C,8FI,2,1,6.856664520000001,3,3
15,2C5V_C,8FI,2,1,6.8170560600000005,3,4
15,2C5V_C,8FI,2,1,6.814122099999999,3,5
15,2C5V_C,8FI,2,1,6.7114335,3,6
15,2C5V_C,8FI,2,1,6.66889108,3,7
15,2C5V_C,8FI,2,1,6.63368356,3,8
15,2C5V_C,8FI,2,1,6.6241481900000005,3,9
16,4BCM_C,8FI,2,1,6.6087449,1,1
16,4BCM_C,8FI,2,1,6.57060342,1,2
16,4BCM_C,8FI,2,1,6.470848779999999,1,3
16,4BCM_C,8FI,2,1,6.360091789999999,1,4
16,4BCM_C,8FI,2,1,6.264004599999999,1,5
16,4BCM_C,8FI,2,1,6.1957900299999995,1,6
16,4BCM_C,8FI,2,1,6.169384389999999,1,7
16,4BCM_C,8FI,2,1,6.161316,1,8
16,4BCM_C,8FI,2,1,6.02562035,1,9
16,4BCM_C,8FI,2,1,6.541263819999999,2,1
16,4BCM_C,8FI,2,1,6.459112939999999,2,2
16,4BCM_C,8FI,2,1,6.30287957,2,3
16,4BCM_C,8FI,2,1,6.20605889,2,4
16,4BCM_C,8FI,2,1,6.20605889,2,5
16,4BCM_C,8FI,2,1,6.0953019,2,6
16,4BCM_C,8FI,2,1,6.054959950000001,2,7
16,4BCM_C,8FI,2,1,6.014618,2,8
16,4BCM_C,8FI,2,1,5.90826195,2,9
16,4BCM_C,8FI,2,1,6.555200129999999,3,1
16,4BCM_C,8FI,2,1,6.4217049500000005,3,2
16,4BCM_C,8FI,2,1,6.4107026,3,3
16,4BCM_C,8FI,2,1,6.29481118,3,4
16,4BCM_C,8FI,2,1,6.24420037,3,5
16,4BCM_C,8FI,2,1,6.153247609999999,3,6
16,4BCM_C,8FI,2,1,6.07476418,3,7
16,4BCM_C,8FI,2,1,6.04175713,3,8
16,4BCM_C,8FI,2,1,5.99921471,3,9
17,7KJS_A,8FI,2,1,6.4026342099999995,1,1
17,7KJS_A,8FI,2,1,6.347622459999999,1,2
17,7KJS_A,8FI,2,1,6.338820579999999,1,3
17,7KJS_A,8FI,2,1,6.315348899999999,1,4
17,7KJS_A,8FI,2,1,6.305813529999999,1,5
17,7KJS_A,8FI,2,1,6.141511769999999,1,6
17,7KJS_A,8FI,2,1,6.0659623,1,7
17,7KJS_A,8FI,2,1,6.04982552,1,8
17,7KJS_A,8FI,2,1,5.974276049999999,1,9
17,7KJS_A,8FI,2,1,6.64175195,2,1
17,7KJS_A,8FI,2,1,6.6028769800000005,2,2
17,7KJS_A,8FI,2,1,6.55153268,2,3
17,7KJS_A,8FI,2,1,6.53099496,2,4
17,7KJS_A,8FI,2,1,6.43197381,2,5
17,7KJS_A,8FI,2,1,6.41363656,2,6
17,7KJS_A,8FI,2,1,6.36595971,2,7
17,7KJS_A,8FI,2,1,6.30287957,2,8
17,7KJS_A,8FI,2,1,6.19138909,2,9
17,7KJS_A,8FI,2,1,6.65568826,3,1
17,7KJS_A,8FI,2,1,6.626348660000001,3,2
17,7KJS_A,8FI,2,1,6.503122339999999,3,3
17,7KJS_A,8FI,2,1,6.47965066,3,4
17,7KJS_A,8FI,2,1,6.431240320000001,3,5
17,7KJS_A,8FI,2,1,6.3930988399999995,3,6
17,7KJS_A,8FI,2,1,6.33075219,3,7
17,7KJS_A,8FI,2,1,6.291877219999999,3,8
17,7KJS_A,8FI,2,1,6.234665,3,9
18,3BHU_A,8FI,2,1,6.93734842,1,1
18,3BHU_A,8FI,2,1,6.6146128200000005,1,2
18,3BHU_A,8FI,2,1,6.5948085899999995,1,3
18,3BHU_A,8FI,2,1,6.5786718099999995,1,4
18,3BHU_A,8FI,2,1,6.5786718099999995,1,5
18,3BHU_A,8FI,2,1,6.545664759999999,1,6
18,3BHU_A,8FI,2,1,6.46571435,1,7
18,3BHU_A,8FI,2,1,6.41437005,1,8
18,3BHU_A,8FI,2,1,6.3850304499999995,1,9
18,3BHU_A,8FI,2,1,6.966688019999999,2,1
18,3BHU_A,8FI,2,1,6.63515054,2,2
18,3BHU_A,8FI,2,1,6.6160798,2,3
18,3BHU_A,8FI,2,1,6.6146128200000005,2,4
18,3BHU_A,8FI,2,1,6.60434396,2,5
18,3BHU_A,8FI,2,1,6.59114114,2,6
18,3BHU_A,8FI,2,1,6.552266169999999,2,7
18,3BHU_A,8FI,2,1,6.47378274,2,8
18,3BHU_A,8FI,2,1,6.454712000000001,2,9
18,3BHU_A,8FI,2,1,7.119253939999999,3,1
18,3BHU_A,8FI,2,1,6.88160318,3,2
18,3BHU_A,8FI,2,1,6.849329619999999,3,3
18,3BHU_A,8FI,2,1,6.7950513599999995,3,4
18,3BHU_A,8FI,2,1,6.7943178699999995,3,5
18,3BHU_A,8FI,2,1,6.7877164599999995,3,6
18,3BHU_A,8FI,2,1,6.69529672,3,7
18,3BHU_A,8FI,2,1,6.64688638,3,8
18,3BHU_A,8FI,2,1,6.550065699999999,3,9
19,4CFW_C,8FI,2,1,6.92707956,1,1
19,4CFW_C,8FI,2,1,6.73050424,1,2
19,4CFW_C,8FI,2,1,6.5926081199999995,1,3
19,4CFW_C,8FI,2,1,6.552999659999999,1,4
19,4CFW_C,8FI,2,1,6.53099496,1,5
19,4CFW_C,8FI,2,1,6.503122339999999,1,6
19,4CFW_C,8FI,2,1,6.503122339999999,1,7
19,4CFW_C,8FI,2,1,6.44150918,1,8
19,4CFW_C,8FI,2,1,6.364492729999999,1,9
19,4CFW_C,8FI,2,1,6.51632516,2,1
